year,sex,tx_rank,name_canon,tx_n
2017,MALE,1,NOAH,1953
2017,MALE,2,LIAM,1844
2017,MALE,3,SEBASTIAN,1595
2017,MALE,4,MATEO,1523
2017,MALE,5,ELIJAH,1482
2017,MALE,6,MATTHEW,1429
2017,MALE,7,JACOB,1412
2017,MALE,8,DANIEL,1374
2017,MALE,9,ETHAN,1353
2017,MALE,10,DAVID,1344
2017,MALE,11,JOSE,1344
2017,MALE,12,ALEXANDER,1264
2017,MALE,13,JAMES,1251
2017,MALE,14,JAYDEN,1238
2017,MALE,15,MICHAEL,1213
2017,MALE,16,BENJAMIN,1199
2017,MALE,17,AIDEN,1197
2017,MALE,18,JULIAN,1173
2017,MALE,19,WILLIAM,1159
2017,MALE,20,DYLAN,1130
2017,MALE,21,LUKE,1124
2017,MALE,22,OLIVER,1103
2017,MALE,23,LOGAN,1098
2017,MALE,24,SANTIAGO,1093
2017,MALE,25,SAMUEL,1067
2017,MALE,26,AARON,1031
2017,MALE,27,ANGEL,1027
2017,MALE,28,MASON,1015
2017,MALE,29,CHRISTOPHER,1013
2017,MALE,30,ISAAC,1011
2017,MALE,31,JOSHUA,998
2017,MALE,32,LUCAS,978
2017,MALE,33,JOSEPH,962
2017,MALE,34,ANTHONY,958
2017,MALE,35,ADRIAN,950
2017,MALE,36,JOSIAH,929
2017,MALE,37,CHRISTIAN,921
2017,MALE,38,GABRIEL,901
2017,MALE,39,NATHAN,893
2017,MALE,40,LEVI,887
2017,MALE,41,JOHN,868
2017,MALE,42,ANDREW,856
2017,MALE,43,JAXON,826
2017,MALE,44,JUAN,815
2017,MALE,45,ISAIAH,799
2017,MALE,46,WYATT,798
2017,MALE,47,IAN,783
2017,MALE,48,JONATHAN,783
2017,MALE,49,LEONARDO,778
2017,MALE,50,CALEB,762
2017,MALE,51,LUIS,761
2017,MALE,52,EZEKIEL,756
2017,MALE,53,JESUS,747
2017,MALE,54,JACKSON,744
2017,MALE,55,ELI,732
2017,MALE,56,GRAYSON,729
2017,MALE,57,JEREMIAH,726
2017,MALE,58,DIEGO,724
2017,MALE,59,RYAN,719
2017,MALE,60,CARTER,679
2017,MALE,61,HENRY,678
2017,MALE,62,CARLOS,669
2017,MALE,63,AXEL,624
2017,MALE,64,DAMIAN,616
2017,MALE,65,EZRA,599
2017,MALE,66,THOMAS,591
2017,MALE,67,ELIAS,587
2017,MALE,68,LINCOLN,583
2017,MALE,69,JACK,578
2017,MALE,70,ASHER,554
2017,MALE,71,OWEN,552
2017,MALE,72,GAEL,539
2017,MALE,73,HUDSON,532
2017,MALE,74,JORDAN,522
2017,MALE,75,LANDON,504
2017,MALE,76,ROBERT,502
2017,MALE,77,MIGUEL,501
2017,MALE,78,EASTON,496
2017,MALE,79,JASON,491
2017,MALE,80,CHARLES,485
2017,MALE,81,NICHOLAS,471
2017,MALE,82,ALEJANDRO,469
2017,MALE,83,HUNTER,466
2017,MALE,84,IVAN,465
2017,MALE,85,ADAM,463
2017,MALE,86,JACE,458
2017,MALE,87,XAVIER,456
2017,MALE,88,AUSTIN,446
2017,MALE,89,AYDEN,445
2017,MALE,90,BRANDON,439
2017,MALE,91,EVAN,432
2017,MALE,92,EMMANUEL,427
2017,MALE,93,ALAN,426
2017,MALE,94,DOMINIC,426
2017,MALE,95,NOLAN,424
2017,MALE,96,VICTOR,422
2017,MALE,97,CONNOR,420
2017,MALE,98,KEVIN,419
2017,MALE,99,COOPER,417
2017,MALE,100,EMILIANO,407
2017,FEMALE,1,EMMA,2316
2017,FEMALE,2,MIA,1887
2017,FEMALE,3,ISABELLA,1850
2017,FEMALE,4,SOPHIA,1827
2017,FEMALE,5,OLIVIA,1782
2017,FEMALE,6,AVA,1429
2017,FEMALE,7,CAMILA,1363
2017,FEMALE,8,SOFIA,1323
2017,FEMALE,9,ABIGAIL,1128
2017,FEMALE,10,VICTORIA,1116
2017,FEMALE,11,EMILY,1092
2017,FEMALE,12,EVELYN,1082
2017,FEMALE,13,CHARLOTTE,993
2017,FEMALE,14,AMELIA,949
2017,FEMALE,15,ELIZABETH,946
2017,FEMALE,16,AVERY,924
2017,FEMALE,17,SCARLETT,811
2017,FEMALE,18,HARPER,804
2017,FEMALE,19,GENESIS,787
2017,FEMALE,20,MADISON,733
2017,FEMALE,21,PENELOPE,707
2017,FEMALE,22,XIMENA,704
2017,FEMALE,23,ALEXA,670
2017,FEMALE,24,ALLISON,653
2017,FEMALE,25,ZOE,647
2017,FEMALE,26,LEAH,646
2017,FEMALE,27,LAYLA,645
2017,FEMALE,28,MILA,635
2017,FEMALE,29,ARIA,623
2017,FEMALE,30,AUBREY,607
2017,FEMALE,31,CHLOE,586
2017,FEMALE,32,ELLA,564
2017,FEMALE,33,LUNA,545
2017,FEMALE,34,MELANIE,545
2017,FEMALE,35,GRACE,538
2017,FEMALE,36,HANNAH,537
2017,FEMALE,37,ARIANA,536
2017,FEMALE,38,ZOEY,535
2017,FEMALE,39,NATALIE,527
2017,FEMALE,40,BROOKLYN,524
2017,FEMALE,41,ELENA,519
2017,FEMALE,42,SAMANTHA,516
2017,FEMALE,43,AALIYAH,498
2017,FEMALE,44,RILEY,491
2017,FEMALE,45,BELLA,483
2017,FEMALE,46,ANDREA,476
2017,FEMALE,47,CAROLINE,467
2017,FEMALE,48,AUDREY,465
2017,FEMALE,49,ELLIE,465
2017,FEMALE,50,HAZEL,461
2017,FEMALE,51,LILY,452
2017,FEMALE,52,ADDISON,446
2017,FEMALE,53,LILLIAN,444
2017,FEMALE,54,SAVANNAH,438
2017,FEMALE,55,ARIANNA,435
2017,FEMALE,56,NATALIA,433
2017,FEMALE,57,ELEANOR,426
2017,FEMALE,58,VALENTINA,425
2017,FEMALE,59,SARAH,420
2017,FEMALE,60,MADELYN,400
2017,FEMALE,61,MARIA,396
2017,FEMALE,62,AURORA,394
2017,FEMALE,63,ELIANA,386
2017,FEMALE,64,VIOLET,385
2017,FEMALE,65,KAYLEE,383
2017,FEMALE,66,PAISLEY,381
2017,FEMALE,67,DELILAH,376
2017,FEMALE,68,GABRIELLA,375
2017,FEMALE,69,HAILEY,370
2017,FEMALE,70,KATHERINE,370
2017,FEMALE,71,VALERIA,369
2017,FEMALE,72,NEVAEH,367
2017,FEMALE,73,KENNEDY,365
2017,FEMALE,74,BRIANNA,363
2017,FEMALE,75,STELLA,363
2017,FEMALE,76,ADELINE,356
2017,FEMALE,77,ADALYNN,354
2017,FEMALE,78,ANNA,353
2017,FEMALE,79,CLAIRE,353
2017,FEMALE,80,ASHLEY,348
2017,FEMALE,81,SADIE,348
2017,FEMALE,82,EMILIA,341
2017,FEMALE,83,EVERLY,340
2017,FEMALE,84,MAYA,337
2017,FEMALE,85,ALICE,335
2017,FEMALE,86,SKYLAR,334
2017,FEMALE,87,EMERY,333
2017,FEMALE,88,LILIANA,332
2017,FEMALE,89,SERENITY,332
2017,FEMALE,90,NAOMI,317
2017,FEMALE,91,JADE,316
2017,FEMALE,92,KIMBERLY,315
2017,FEMALE,93,KINSLEY,315
2017,FEMALE,94,EVA,314
2017,FEMALE,95,AUBREE,312
2017,FEMALE,96,AUTUMN,305
2017,FEMALE,97,DANIELA,304
2017,FEMALE,98,GIANNA,304
2017,FEMALE,99,LUCY,304
2017,FEMALE,100,ARIEL,300
2018,MALE,1,LIAM,2156
2018,MALE,2,NOAH,1917
2018,MALE,3,SEBASTIAN,1570
2018,MALE,4,MATEO,1559
2018,MALE,5,ELIJAH,1471
2018,MALE,6,DANIEL,1383
2018,MALE,7,JACOB,1309
2018,MALE,8,ETHAN,1267
2018,MALE,9,MATTHEW,1251
2018,MALE,10,ALEXANDER,1242
2018,MALE,11,DAVID,1218
2018,MALE,12,JAMES,1207
2018,MALE,13,BENJAMIN,1205
2018,MALE,14,JOSE,1202
2018,MALE,15,SANTIAGO,1175
2018,MALE,16,WILLIAM,1161
2018,MALE,17,MICHAEL,1124
2018,MALE,18,AIDEN,1118
2018,MALE,19,DYLAN,1109
2018,MALE,20,JULIAN,1101
2018,MALE,21,OLIVER,1090
2018,MALE,22,LUKE,1083
2018,MALE,23,JAYDEN,1080
2018,MALE,24,LOGAN,1061
2018,MALE,25,ANGEL,1005
2018,MALE,26,MASON,1002
2018,MALE,27,SAMUEL,993
2018,MALE,28,LUCAS,986
2018,MALE,29,ISAAC,946
2018,MALE,30,LEVI,929
2018,MALE,31,JOSIAH,925
2018,MALE,32,ANTHONY,922
2018,MALE,33,CHRISTOPHER,918
2018,MALE,34,CHRISTIAN,876
2018,MALE,35,JOHN,875
2018,MALE,36,AARON,872
2018,MALE,37,NATHAN,865
2018,MALE,38,ADRIAN,864
2018,MALE,39,JOSHUA,861
2018,MALE,40,GABRIEL,843
2018,MALE,41,JOSEPH,834
2018,MALE,42,JACKSON,806
2018,MALE,43,WYATT,793
2018,MALE,44,JUAN,782
2018,MALE,45,JAXON,781
2018,MALE,46,LEONARDO,770
2018,MALE,47,ANDREW,766
2018,MALE,48,JONATHAN,758
2018,MALE,49,CALEB,753
2018,MALE,50,JEREMIAH,742
2018,MALE,51,GRAYSON,736
2018,MALE,52,ISAIAH,735
2018,MALE,53,IAN,723
2018,MALE,54,CARTER,720
2018,MALE,55,HENRY,719
2018,MALE,56,LUIS,704
2018,MALE,57,JESUS,693
2018,MALE,58,ELIAS,675
2018,MALE,59,DAMIAN,671
2018,MALE,60,EZRA,665
2018,MALE,61,GAEL,663
2018,MALE,62,DIEGO,658
2018,MALE,63,RYAN,653
2018,MALE,64,CARLOS,652
2018,MALE,65,ELI,628
2018,MALE,66,ASHER,613
2018,MALE,67,EZEKIEL,594
2018,MALE,68,JACK,590
2018,MALE,69,AXEL,582
2018,MALE,70,HUDSON,553
2018,MALE,71,LINCOLN,547
2018,MALE,72,OWEN,521
2018,MALE,73,JORDAN,508
2018,MALE,74,EASTON,502
2018,MALE,75,THOMAS,493
2018,MALE,76,LEO,489
2018,MALE,77,CHARLES,468
2018,MALE,78,ROBERT,467
2018,MALE,79,ADAM,457
2018,MALE,80,IVAN,453
2018,MALE,81,MATIAS,452
2018,MALE,82,LANDON,448
2018,MALE,83,JACE,447
2018,MALE,84,ALEJANDRO,438
2018,MALE,85,JASON,437
2018,MALE,86,MIGUEL,435
2018,MALE,87,EMILIANO,426
2018,MALE,88,EVAN,422
2018,MALE,89,CONNOR,421
2018,MALE,90,DOMINIC,421
2018,MALE,91,NICHOLAS,419
2018,MALE,92,AUSTIN,417
2018,MALE,93,AYDEN,415
2018,MALE,94,XAVIER,413
2018,MALE,95,VICTOR,408
2018,MALE,96,HUNTER,404
2018,MALE,97,ROMAN,403
2018,MALE,98,NOLAN,402
2018,MALE,99,COOPER,398
2018,MALE,100,KEVIN,398
2018,FEMALE,1,EMMA,2166
2018,FEMALE,2,ISABELLA,1847
2018,FEMALE,3,OLIVIA,1802
2018,FEMALE,4,MIA,1665
2018,FEMALE,5,SOPHIA,1628
2018,FEMALE,6,CAMILA,1543
2018,FEMALE,7,AVA,1379
2018,FEMALE,8,SOFIA,1243
2018,FEMALE,9,VICTORIA,1137
2018,FEMALE,10,EVELYN,1039
2018,FEMALE,11,AMELIA,1033
2018,FEMALE,12,ABIGAIL,1024
2018,FEMALE,13,CHARLOTTE,984
2018,FEMALE,14,EMILY,973
2018,FEMALE,15,ELIZABETH,920
2018,FEMALE,16,AVERY,916
2018,FEMALE,17,MILA,815
2018,FEMALE,18,SCARLETT,773
2018,FEMALE,19,HARPER,772
2018,FEMALE,20,GENESIS,762
2018,FEMALE,21,LUNA,752
2018,FEMALE,22,XIMENA,711
2018,FEMALE,23,ARIA,698
2018,FEMALE,24,LAYLA,695
2018,FEMALE,25,PENELOPE,675
2018,FEMALE,26,LEAH,670
2018,FEMALE,27,MADISON,656
2018,FEMALE,28,ZOE,633
2018,FEMALE,29,ELLA,619
2018,FEMALE,30,GRACE,587
2018,FEMALE,31,ELENA,556
2018,FEMALE,32,ALLISON,552
2018,FEMALE,33,CHLOE,541
2018,FEMALE,34,ALEXA,537
2018,FEMALE,35,ARIANA,527
2018,FEMALE,36,ZOEY,523
2018,FEMALE,37,HANNAH,516
2018,FEMALE,38,AUBREY,509
2018,FEMALE,39,NATALIE,500
2018,FEMALE,40,NATALIA,499
2018,FEMALE,41,RILEY,497
2018,FEMALE,42,LILY,485
2018,FEMALE,43,MELANIE,477
2018,FEMALE,44,ELLIE,476
2018,FEMALE,45,ADDISON,473
2018,FEMALE,46,AUDREY,468
2018,FEMALE,47,VALENTINA,467
2018,FEMALE,48,AURORA,464
2018,FEMALE,49,BELLA,462
2018,FEMALE,50,AALIYAH,454
2018,FEMALE,51,ELEANOR,448
2018,FEMALE,52,EMILIA,446
2018,FEMALE,53,ELIANA,441
2018,FEMALE,54,EVERLY,437
2018,FEMALE,55,VIOLET,435
2018,FEMALE,56,ARIANNA,433
2018,FEMALE,57,SAMANTHA,432
2018,FEMALE,58,HAZEL,430
2018,FEMALE,59,BROOKLYN,425
2018,FEMALE,60,ANDREA,420
2018,FEMALE,61,CAROLINE,418
2018,FEMALE,62,SAVANNAH,411
2018,FEMALE,63,SARAH,403
2018,FEMALE,64,VALERIA,399
2018,FEMALE,65,DELILAH,389
2018,FEMALE,66,MARIA,384
2018,FEMALE,67,EMERY,383
2018,FEMALE,68,STELLA,380
2018,FEMALE,69,MADELYN,379
2018,FEMALE,70,SKYLAR,377
2018,FEMALE,71,LILLIAN,371
2018,FEMALE,72,ASHLEY,369
2018,FEMALE,73,NAOMI,368
2018,FEMALE,74,GIANNA,367
2018,FEMALE,75,KENNEDY,362
2018,FEMALE,76,SERENITY,361
2018,FEMALE,77,PAISLEY,358
2018,FEMALE,78,ADALYNN,353
2018,FEMALE,79,EVA,351
2018,FEMALE,80,KAYLEE,351
2018,FEMALE,81,KATHERINE,349
2018,FEMALE,82,LEILANI,346
2018,FEMALE,83,NOVA,340
2018,FEMALE,84,CATALINA,334
2018,FEMALE,85,ANNA,321
2018,FEMALE,86,DANIELA,318
2018,FEMALE,87,MAYA,317
2018,FEMALE,88,NEVAEH,315
2018,FEMALE,89,GABRIELLA,314
2018,FEMALE,90,LILIANA,312
2018,FEMALE,91,SADIE,309
2018,FEMALE,92,CLAIRE,308
2018,FEMALE,93,KIMBERLY,305
2018,FEMALE,94,LUCY,305
2018,FEMALE,95,NORA,305
2018,FEMALE,96,RUBY,295
2018,FEMALE,97,ANA,294
2018,FEMALE,98,HAILEY,294
2018,FEMALE,99,ALICE,291
2018,FEMALE,100,ATHENA,289
2019,MALE,1,LIAM,2231
2019,MALE,2,NOAH,2087
2019,MALE,3,MATEO,1742
2019,MALE,4,ELIJAH,1615
2019,MALE,5,SEBASTIAN,1569
2019,MALE,6,DANIEL,1335
2019,MALE,7,SANTIAGO,1258
2019,MALE,8,JULIAN,1221
2019,MALE,9,ETHAN,1214
2019,MALE,10,JACOB,1186
2019,MALE,11,ALEXANDER,1184
2019,MALE,12,BENJAMIN,1175
2019,MALE,13,MATTHEW,1153
2019,MALE,14,OLIVER,1152
2019,MALE,15,JOSE,1121
2019,MALE,16,WILLIAM,1104
2019,MALE,17,DAVID,1101
2019,MALE,18,JAMES,1081
2019,MALE,19,LUCAS,1053
2019,MALE,20,LUKE,1047
2019,MALE,21,JAYDEN,1016
2019,MALE,22,MICHAEL,1014
2019,MALE,23,SAMUEL,996
2019,MALE,24,ANGEL,961
2019,MALE,25,ISAAC,953
2019,MALE,26,LEVI,949
2019,MALE,27,JOSIAH,946
2019,MALE,28,AIDEN,935
2019,MALE,29,ADRIAN,922
2019,MALE,30,MASON,900
2019,MALE,31,DYLAN,896
2019,MALE,32,CHRISTOPHER,881
2019,MALE,33,LEONARDO,855
2019,MALE,34,JOHN,854
2019,MALE,35,GABRIEL,846
2019,MALE,36,LOGAN,846
2019,MALE,37,ANTHONY,845
2019,MALE,38,JOSEPH,832
2019,MALE,39,EZRA,808
2019,MALE,40,CHRISTIAN,789
2019,MALE,41,AARON,776
2019,MALE,42,LUIS,772
2019,MALE,43,JOSHUA,770
2019,MALE,44,JACKSON,759
2019,MALE,45,AXEL,755
2019,MALE,46,ISAIAH,751
2019,MALE,47,HENRY,745
2019,MALE,48,ELIAS,741
2019,MALE,49,ANDREW,737
2019,MALE,50,WYATT,733
2019,MALE,51,NATHAN,731
2019,MALE,52,JONATHAN,714
2019,MALE,53,CALEB,712
2019,MALE,54,GRAYSON,712
2019,MALE,55,JAXON,711
2019,MALE,56,EZEKIEL,697
2019,MALE,57,JUAN,693
2019,MALE,58,IAN,690
2019,MALE,59,JEREMIAH,685
2019,MALE,60,JESUS,673
2019,MALE,61,JACK,670
2019,MALE,62,CARTER,667
2019,MALE,63,DIEGO,665
2019,MALE,64,DAMIAN,653
2019,MALE,65,CARLOS,642
2019,MALE,66,GAEL,640
2019,MALE,67,ASHER,624
2019,MALE,68,RYAN,616
2019,MALE,69,LINCOLN,587
2019,MALE,70,ELI,583
2019,MALE,71,HUDSON,581
2019,MALE,72,OWEN,572
2019,MALE,73,LEO,533
2019,MALE,74,THOMAS,518
2019,MALE,75,CHARLES,485
2019,MALE,76,ALEJANDRO,481
2019,MALE,77,ROMAN,464
2019,MALE,78,MIGUEL,463
2019,MALE,79,ROBERT,460
2019,MALE,80,JASON,449
2019,MALE,81,LANDON,446
2019,MALE,82,JORDAN,443
2019,MALE,83,MAVERICK,438
2019,MALE,84,EMILIANO,437
2019,MALE,85,XAVIER,430
2019,MALE,86,EASTON,427
2019,MALE,87,THEODORE,427
2019,MALE,88,ADRIEL,426
2019,MALE,89,AUSTIN,426
2019,MALE,90,IVAN,419
2019,MALE,91,DOMINIC,418
2019,MALE,92,NICHOLAS,416
2019,MALE,93,MILES,404
2019,MALE,94,ANDRES,403
2019,MALE,95,EMMANUEL,402
2019,MALE,96,AYDEN,399
2019,MALE,97,NOLAN,399
2019,MALE,98,ADAM,395
2019,MALE,99,JAMESON,395
2019,MALE,100,ALAN,394
2019,FEMALE,1,EMMA,2047
2019,FEMALE,2,OLIVIA,1955
2019,FEMALE,3,ISABELLA,1751
2019,FEMALE,4,MIA,1701
2019,FEMALE,5,CAMILA,1663
2019,FEMALE,6,SOPHIA,1581
2019,FEMALE,7,AVA,1329
2019,FEMALE,8,SOFIA,1294
2019,FEMALE,9,AMELIA,1117
2019,FEMALE,10,VICTORIA,1064
2019,FEMALE,11,EVELYN,1034
2019,FEMALE,12,CHARLOTTE,1003
2019,FEMALE,13,EMILY,989
2019,FEMALE,14,ABIGAIL,951
2019,FEMALE,15,LUNA,845
2019,FEMALE,16,AVERY,823
2019,FEMALE,17,ELIZABETH,808
2019,FEMALE,18,GENESIS,778
2019,FEMALE,19,HARPER,759
2019,FEMALE,20,ARIA,735
2019,FEMALE,21,SCARLETT,729
2019,FEMALE,22,PENELOPE,718
2019,FEMALE,23,MILA,707
2019,FEMALE,24,ELLA,654
2019,FEMALE,25,LAYLA,641
2019,FEMALE,26,ZOE,640
2019,FEMALE,27,ELENA,638
2019,FEMALE,28,VALENTINA,637
2019,FEMALE,29,LEAH,627
2019,FEMALE,30,MADISON,570
2019,FEMALE,31,XIMENA,569
2019,FEMALE,32,HANNAH,559
2019,FEMALE,33,ARIANA,555
2019,FEMALE,34,ALLISON,551
2019,FEMALE,35,CHLOE,546
2019,FEMALE,36,ELLIE,542
2019,FEMALE,37,ELEANOR,521
2019,FEMALE,38,EMILIA,514
2019,FEMALE,39,ELIANA,497
2019,FEMALE,40,NATALIA,494
2019,FEMALE,41,NATALIE,491
2019,FEMALE,42,HAZEL,489
2019,FEMALE,43,VIOLET,485
2019,FEMALE,44,AUBREY,480
2019,FEMALE,45,ZOEY,478
2019,FEMALE,46,MELANIE,476
2019,FEMALE,47,GRACE,473
2019,FEMALE,48,EVERLY,466
2019,FEMALE,49,AURORA,460
2019,FEMALE,50,AALIYAH,452
2019,FEMALE,51,AUDREY,452
2019,FEMALE,52,RILEY,450
2019,FEMALE,53,LILY,449
2019,FEMALE,54,BELLA,445
2019,FEMALE,55,ADDISON,431
2019,FEMALE,56,ANDREA,427
2019,FEMALE,57,SAMANTHA,415
2019,FEMALE,58,MARIA,410
2019,FEMALE,59,VALERIA,409
2019,FEMALE,60,CAROLINE,405
2019,FEMALE,61,SAVANNAH,405
2019,FEMALE,62,BROOKLYN,404
2019,FEMALE,63,ALEXA,402
2019,FEMALE,64,MADELYN,402
2019,FEMALE,65,DELILAH,400
2019,FEMALE,66,STELLA,396
2019,FEMALE,67,CATALINA,390
2019,FEMALE,68,NAOMI,387
2019,FEMALE,69,LEILANI,378
2019,FEMALE,70,EMERY,372
2019,FEMALE,71,LILLIAN,362
2019,FEMALE,72,ARIANNA,361
2019,FEMALE,73,PAISLEY,354
2019,FEMALE,74,KENNEDY,353
2019,FEMALE,75,GABRIELLA,347
2019,FEMALE,76,HAILEY,347
2019,FEMALE,77,GIANNA,346
2019,FEMALE,78,CLAIRE,341
2019,FEMALE,79,SKYLAR,336
2019,FEMALE,80,MAYA,335
2019,FEMALE,81,IVY,332
2019,FEMALE,82,NEVAEH,331
2019,FEMALE,83,SARAH,325
2019,FEMALE,84,SERENITY,322
2019,FEMALE,85,ASHLEY,318
2019,FEMALE,86,LUCY,311
2019,FEMALE,87,ARYA,310
2019,FEMALE,88,NOVA,309
2019,FEMALE,89,ALICE,308
2019,FEMALE,90,JADE,307
2019,FEMALE,91,MADELINE,307
2019,FEMALE,92,ANA,302
2019,FEMALE,93,KATHERINE,298
2019,FEMALE,94,EVA,294
2019,FEMALE,95,LILIANA,294
2019,FEMALE,96,ADALYNN,293
2019,FEMALE,97,KAYLEE,292
2019,FEMALE,98,DANIELA,291
2019,FEMALE,99,NORA,291
2019,FEMALE,100,KINSLEY,289
2020,MALE,1,LIAM,2219
2020,MALE,2,NOAH,2088
2020,MALE,3,MATEO,1722
2020,MALE,4,ELIJAH,1557
2020,MALE,5,SEBASTIAN,1479
2020,MALE,6,OLIVER,1293
2020,MALE,7,DANIEL,1219
2020,MALE,8,SANTIAGO,1171
2020,MALE,9,BENJAMIN,1136
2020,MALE,10,ALEXANDER,1121
2020,MALE,11,JOSE,1081
2020,MALE,12,JULIAN,1049
2020,MALE,13,JAMES,1048
2020,MALE,14,WILLIAM,1042
2020,MALE,15,ETHAN,1041
2020,MALE,16,DAVID,1019
2020,MALE,17,JACOB,1018
2020,MALE,18,LEVI,1005
2020,MALE,19,MATTHEW,988
2020,MALE,20,LUCAS,982
2020,MALE,21,SAMUEL,952
2020,MALE,22,MICHAEL,948
2020,MALE,23,LUKE,930
2020,MALE,24,AIDEN,911
2020,MALE,25,JAYDEN,892
2020,MALE,26,ANGEL,870
2020,MALE,27,DYLAN,853
2020,MALE,28,ISAAC,835
2020,MALE,29,EZRA,833
2020,MALE,30,JOHN,829
2020,MALE,31,ADRIAN,805
2020,MALE,32,ANTHONY,801
2020,MALE,33,JOSIAH,799
2020,MALE,34,MASON,793
2020,MALE,35,AARON,785
2020,MALE,36,HENRY,781
2020,MALE,37,GABRIEL,777
2020,MALE,38,ELIAS,773
2020,MALE,39,LOGAN,773
2020,MALE,40,GAEL,769
2020,MALE,41,JOSEPH,766
2020,MALE,42,CHRISTOPHER,748
2020,MALE,43,ISAIAH,747
2020,MALE,44,LEONARDO,737
2020,MALE,45,JOSHUA,734
2020,MALE,46,JUAN,722
2020,MALE,47,NATHAN,713
2020,MALE,48,EZEKIEL,711
2020,MALE,49,CHRISTIAN,709
2020,MALE,50,JACKSON,699
2020,MALE,51,WYATT,697
2020,MALE,52,ASHER,672
2020,MALE,53,IAN,665
2020,MALE,54,LUIS,654
2020,MALE,55,AXEL,645
2020,MALE,56,JEREMIAH,636
2020,MALE,57,JAXON,634
2020,MALE,58,GRAYSON,632
2020,MALE,59,ANDREW,630
2020,MALE,60,DAMIAN,625
2020,MALE,61,DIEGO,621
2020,MALE,62,JONATHAN,616
2020,MALE,63,JESUS,614
2020,MALE,64,CARLOS,602
2020,MALE,65,ELI,587
2020,MALE,66,CALEB,582
2020,MALE,67,CARTER,575
2020,MALE,68,JACK,573
2020,MALE,69,ADRIEL,563
2020,MALE,70,LEO,541
2020,MALE,71,HUDSON,540
2020,MALE,72,LINCOLN,536
2020,MALE,73,OWEN,509
2020,MALE,74,MAVERICK,508
2020,MALE,75,THOMAS,492
2020,MALE,76,RYAN,490
2020,MALE,77,THEODORE,486
2020,MALE,78,CHARLES,460
2020,MALE,79,JORDAN,454
2020,MALE,80,ROMAN,445
2020,MALE,81,COOPER,444
2020,MALE,82,MIGUEL,443
2020,MALE,83,ALEJANDRO,433
2020,MALE,84,ROBERT,430
2020,MALE,85,AUSTIN,427
2020,MALE,86,NOLAN,427
2020,MALE,87,EMMANUEL,425
2020,MALE,88,EMILIANO,422
2020,MALE,89,LUCA,421
2020,MALE,90,XAVIER,407
2020,MALE,91,GIOVANNI,401
2020,MALE,92,EASTON,400
2020,MALE,93,ADAM,390
2020,MALE,94,DOMINIC,388
2020,MALE,95,NICHOLAS,383
2020,MALE,96,JASON,380
2020,MALE,97,MILES,378
2020,MALE,98,IVAN,375
2020,MALE,99,KAI,373
2020,MALE,100,ANDRES,372
2020,FEMALE,1,OLIVIA,1930
2020,FEMALE,2,EMMA,1842
2020,FEMALE,3,CAMILA,1750
2020,FEMALE,4,ISABELLA,1673
2020,FEMALE,5,MIA,1490
2020,FEMALE,6,SOPHIA,1471
2020,FEMALE,7,AVA,1233
2020,FEMALE,8,AMELIA,1149
2020,FEMALE,9,SOFIA,1133
2020,FEMALE,10,CHARLOTTE,1033
2020,FEMALE,11,GIANNA,990
2020,FEMALE,12,EVELYN,952
2020,FEMALE,13,LUNA,877
2020,FEMALE,14,ABIGAIL,869
2020,FEMALE,15,VICTORIA,834
2020,FEMALE,16,EMILY,787
2020,FEMALE,17,ELIZABETH,774
2020,FEMALE,18,HARPER,733
2020,FEMALE,19,AVERY,732
2020,FEMALE,20,MILA,671
2020,FEMALE,21,GENESIS,663
2020,FEMALE,22,PENELOPE,660
2020,FEMALE,23,SCARLETT,659
2020,FEMALE,24,LAYLA,658
2020,FEMALE,25,ELLA,612
2020,FEMALE,26,ELENA,606
2020,FEMALE,27,ELLIE,594
2020,FEMALE,28,LEAH,577
2020,FEMALE,29,NATALIA,576
2020,FEMALE,30,ARIA,575
2020,FEMALE,31,ZOE,571
2020,FEMALE,32,MADISON,565
2020,FEMALE,33,ELIANA,552
2020,FEMALE,34,CHLOE,544
2020,FEMALE,35,EMILIA,526
